,tract,COMM,med_hh_income,med_hh_income_universe,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
1181,06037320102,Sylmar,73750.0,913.0,3573.0,3308.0,265.0,250.0,159.0,25.0,11.0,50.0
426,06037143605,North Hollywood,73750.0,973.0,1945.0,300.0,1645.0,1506.0,1027.0,164.0,6.0,275.0
248,06037125403,North Hollywood,73654.0,1330.0,2181.0,562.0,1619.0,1489.0,1073.0,223.0,4.0,171.0
238,06037125101,Valley Village,73638.0,2047.0,3979.0,877.0,3102.0,2888.0,2202.0,305.0,8.0,340.0
658,06037208001,Temple-Beaudry,73553.0,1152.0,2494.0,1048.0,1446.0,1347.0,388.0,268.0,14.0,660.0
778,06037218220,Lafayette Square,73455.0,1442.0,4123.0,2125.0,1998.0,1840.0,557.0,945.0,1.0,299.0
45,06037104824,Pacoima,73365.0,508.0,2207.0,2040.0,167.0,151.0,81.0,21.0,4.0,40.0
416,06037143200,North Hollywood,73362.0,2119.0,4377.0,910.0,3467.0,3216.0,2490.0,283.0,17.0,386.0
417,06037143200,Studio City,73362.0,2119.0,4377.0,910.0,3467.0,3216.0,2490.0,283.0,17.0,386.0
536,06037192001,Melrose,73322.0,1075.0,2574.0,324.0,2250.0,2149.0,1774.0,134.0,2.0,200.0
1127,06037291130,Harbor Gateway,73242.0,981.0,3454.0,2246.0,1208.0,1147.0,135.0,591.0,4.0,390.0
1144,06037294200,Wilmington,72904.0,1355.0,4658.0,4156.0,502.0,439.0,246.0,56.0,7.0,98.0
464,06037186201,Glassell Park,72875.0,1278.0,3085.0,1079.0,2006.0,1858.0,647.0,81.0,3.0,1110.0
187,06037121802,North Hollywood,72844.0,741.0,3192.0,2033.0,1159.0,1106.0,741.0,99.0,6.0,239.0
288,06037128703,Sherman Oaks,72837.0,1615.0,3317.0,513.0,2804.0,2616.0,2078.0,242.0,3.0,256.0
1134,06037293204,Harbor Gateway,72554.0,1071.0,3119.0,1545.0,1574.0,1474.0,416.0,159.0,7.0,830.0
498,06037189905,Hollywood,72471.0,1426.0,2462.0,368.0,2094.0,1984.0,1680.0,128.0,9.0,134.0
325,06037134103,Winnetka,72406.0,1314.0,4294.0,1965.0,2329.0,2208.0,1209.0,142.0,5.0,827.0
404,06037141303,Sherman Oaks,72399.0,1728.0,3191.0,502.0,2689.0,2501.0,2017.0,181.0,3.0,276.0
647,06037207305,Downtown,72330.0,640.0,1181.0,278.0,903.0,845.0,566.0,111.0,2.0,152.0
67,06037106648,Sylmar,72165.0,1011.0,4815.0,4162.0,653.0,610.0,308.0,124.0,15.0,141.0
1090,06037273404,Venice,72101.0,1073.0,1558.0,153.0,1405.0,1303.0,1135.0,63.0,0.0,87.0
252,06037125600,Toluca Lake,72096.0,1277.0,2599.0,398.0,2201.0,2094.0,1828.0,99.0,4.0,143.0
253,06037125600,Toluca Woods,72096.0,1277.0,2599.0,398.0,2201.0,2094.0,1828.0,99.0,4.0,143.0
1057,06037269908,Palms,71808.0,1346.0,1861.0,380.0,1481.0,1360.0,826.0,136.0,2.0,364.0
1077,06037271804,Palms,71764.0,1133.0,2565.0,605.0,1960.0,1814.0,1110.0,111.0,3.0,558.0
652,06037207501,Downtown,71628.0,1314.0,2489.0,518.0,1971.0,1872.0,771.0,273.0,5.0,796.0
517,06037191000,Hollywood,71621.0,2811.0,5893.0,1652.0,4241.0,3901.0,2555.0,646.0,14.0,612.0
69,06037107010,Sylmar,71546.0,779.0,3205.0,2934.0,271.0,254.0,162.0,21.0,3.0,57.0
26,06037104201,Pacoima,71447.0,922.0,4377.0,3876.0,501.0,470.0,93.0,297.0,0.0,63.0
58,06037106520,Sylmar,71435.0,1435.0,5670.0,4975.0,695.0,666.0,470.0,72.0,14.0,87.0
13,06037103102,Sunland,71038.0,1664.0,4752.0,1073.0,3679.0,3501.0,3026.0,22.0,5.0,430.0
14,06037103102,Tujunga,71038.0,1664.0,4752.0,1073.0,3679.0,3501.0,3026.0,22.0,5.0,430.0
752,06037214904,Carthay,71036.0,833.0,1696.0,154.0,1542.0,1458.0,1235.0,59.0,0.0,159.0
25,06037104124,Lakeview Terrace,71000.0,1282.0,4333.0,2210.0,2123.0,2016.0,1319.0,387.0,0.0,257.0
1099,06037275102,Del Rey,70872.0,1342.0,3816.0,2166.0,1650.0,1481.0,932.0,97.0,3.0,431.0
499,06037189906,Hollywood,70868.0,1422.0,2746.0,344.0,2402.0,2242.0,1791.0,185.0,7.0,228.0
191,06037122000,Sun Valley,70764.0,1601.0,5289.0,1858.0,3431.0,3347.0,2462.0,80.0,13.0,771.0
190,06037122000,North Hollywood,70764.0,1601.0,5289.0,1858.0,3431.0,3347.0,2462.0,80.0,13.0,771.0
1175,06037297400,San Pedro,70729.0,1669.0,3760.0,648.0,3112.0,2963.0,2617.0,111.0,7.0,200.0
1100,06037275200,Del Rey,70689.0,1677.0,3850.0,1533.0,2317.0,2099.0,1418.0,212.0,4.0,424.0
42,06037104821,Pacoima,70655.0,739.0,3498.0,3160.0,338.0,328.0,130.0,47.0,4.0,123.0
1053,06037269903,Palms,70583.0,1744.0,3815.0,962.0,2853.0,2671.0,1420.0,227.0,6.0,970.0
1072,06037271702,Rancho Park,70504.0,2011.0,4527.0,720.0,3807.0,3616.0,1741.0,235.0,4.0,1601.0
1071,06037271702,Palms,70504.0,2011.0,4527.0,720.0,3807.0,3616.0,1741.0,235.0,4.0,1601.0
179,06037121101,Sun Valley,70382.0,934.0,2936.0,1867.0,1069.0,1022.0,675.0,79.0,8.0,242.0
459,06037185203,Mt. Washington,70096.0,891.0,2651.0,1964.0,687.0,627.0,381.0,21.0,10.0,209.0
78,06037109100,Mission Hills,70000.0,864.0,2958.0,1683.0,1275.0,1244.0,862.0,81.0,13.0,282.0
134,06037115404,Northridge,69688.0,862.0,2956.0,1561.0,1395.0,1323.0,579.0,199.0,9.0,514.0
128,06037115203,Northridge,69609.0,1057.0,2793.0,941.0,1852.0,1725.0,856.0,265.0,4.0,564.0
326,06037134104,Winnetka,69507.0,1325.0,4429.0,1917.0,2512.0,2374.0,820.0,247.0,8.0,1244.0
500,06037189907,Hollywood,69489.0,1417.0,2434.0,300.0,2134.0,2006.0,1667.0,145.0,6.0,161.0
251,06037125502,Toluca Lake,69397.0,1929.0,3572.0,629.0,2943.0,2738.0,2152.0,247.0,10.0,304.0
290,06037128801,Sherman Oaks,69232.0,1931.0,3805.0,704.0,3101.0,2881.0,2067.0,364.0,8.0,404.0
598,06037201501,El Sereno,69153.0,1536.0,4974.0,4095.0,879.0,832.0,288.0,53.0,18.0,446.0
440,06037183103,Highland Park,69032.0,1652.0,3839.0,2519.0,1320.0,1210.0,658.0,95.0,22.0,400.0
34,06037104403,Pacoima,68929.0,576.0,2947.0,2772.0,175.0,168.0,67.0,11.0,4.0,79.0
906,06037235201,Hyde Park,68828.0,943.0,2921.0,1117.0,1804.0,1660.0,108.0,1482.0,5.0,22.0
38,06037104620,Pacoima,68750.0,694.0,3200.0,3088.0,112.0,103.0,55.0,12.0,11.0,18.0
1062,06037270200,Regent Square,68651.0,1309.0,3487.0,1760.0,1727.0,1588.0,920.0,260.0,1.0,357.0
1061,06037270200,Faircrest Heights,68651.0,1309.0,3487.0,1760.0,1727.0,1588.0,920.0,260.0,1.0,357.0
332,06037134304,Canoga Park,68438.0,938.0,3001.0,973.0,2028.0,1896.0,1069.0,130.0,5.0,674.0
656,06037207901,Downtown,68333.0,1510.0,3645.0,564.0,3081.0,2869.0,1185.0,385.0,2.0,1244.0
1126,06037291120,Harbor Gateway,68333.0,660.0,2037.0,1312.0,725.0,676.0,33.0,580.0,3.0,53.0
1139,06037293304,Harbor City,68306.0,1588.0,4150.0,2633.0,1517.0,1404.0,541.0,284.0,3.0,528.0
866,06037231302,Exposition Park,68281.0,889.0,2733.0,1730.0,1003.0,921.0,142.0,697.0,5.0,45.0
934,06037238400,Gramercy Place,68212.0,1829.0,4632.0,1185.0,3447.0,3255.0,96.0,3079.0,7.0,37.0
446,06037183401,Eagle Rock,68182.0,818.0,2226.0,1156.0,1070.0,1003.0,540.0,29.0,4.0,423.0
753,06037215101,Miracle Mile,68148.0,1766.0,2614.0,411.0,2203.0,2007.0,1359.0,211.0,3.0,412.0
322,06037134001,Canoga Park,67942.0,945.0,3708.0,2827.0,881.0,850.0,327.0,90.0,1.0,410.0
922,06037237402,Harvard Park,67863.0,1015.0,3640.0,2412.0,1228.0,1162.0,32.0,1082.0,8.0,14.0
324,06037134101,Winnetka,67792.0,1383.0,4991.0,2171.0,2820.0,2679.0,1159.0,201.0,8.0,1296.0
474,06037187102,Atwater Village,67617.0,1631.0,4083.0,2136.0,1947.0,1838.0,913.0,65.0,7.0,829.0
92,06037111205,Northridge,67482.0,1327.0,3864.0,853.0,3011.0,2892.0,1338.0,178.0,0.0,1333.0
780,06037218400,Cloverdale/Cochran,67426.0,1413.0,4364.0,2790.0,1574.0,1430.0,436.0,806.0,5.0,114.0
490,06037189600,Hollywood Hills,67425.0,1985.0,3738.0,596.0,3142.0,2946.0,2435.0,211.0,6.0,257.0
418,06037143301,Valley Village,67396.0,1587.0,3236.0,767.0,2469.0,2280.0,1831.0,171.0,9.0,234.0
773,06037217102,Mid-City,67212.0,1273.0,2930.0,629.0,2301.0,2079.0,1095.0,745.0,5.0,187.0
745,06037214504,Park La Brea,67083.0,1595.0,3871.0,393.0,3478.0,3287.0,1529.0,258.0,8.0,1454.0
461,06037185310,Mt. Washington,67076.0,907.0,2724.0,2292.0,432.0,400.0,207.0,9.0,4.0,175.0
174,06037120300,Panorama City,66806.0,1418.0,5550.0,3124.0,2426.0,2337.0,1106.0,108.0,12.0,1079.0
594,06037201301,El Sereno,66658.0,1117.0,3409.0,2484.0,925.0,881.0,278.0,77.0,9.0,496.0
1133,06037293203,Harbor Gateway,66615.0,1011.0,3337.0,1651.0,1686.0,1586.0,434.0,155.0,10.0,955.0
705,06037211701,Hancock Park,66563.0,1152.0,2733.0,291.0,2442.0,2369.0,925.0,118.0,0.0,1310.0
982,06037243001,Watts,66406.0,751.0,3304.0,2717.0,587.0,562.0,34.0,505.0,2.0,9.0
6,06037101400,Tujunga,66210.0,1336.0,3898.0,731.0,3167.0,2994.0,2597.0,40.0,10.0,320.0
32,06037104322,Pacoima,66083.0,469.0,2233.0,2012.0,221.0,203.0,55.0,99.0,7.0,31.0
869,06037231601,West Vernon,66081.0,764.0,2254.0,1433.0,821.0,753.0,48.0,633.0,6.0,33.0
488,06037189501,Hollywood Hills,66071.0,1394.0,2183.0,252.0,1931.0,1812.0,1591.0,76.0,2.0,128.0
299,06037131300,Reseda,66042.0,1157.0,4854.0,2918.0,1936.0,1811.0,946.0,152.0,4.0,679.0
267,06037127711,Van Nuys,66016.0,1122.0,3434.0,1948.0,1486.0,1357.0,970.0,143.0,1.0,207.0
505,06037190302,Hollywood,65976.0,1256.0,2283.0,447.0,1836.0,1725.0,1313.0,172.0,8.0,190.0
51,06037106114,Sylmar,65970.0,1641.0,6643.0,5365.0,1278.0,1218.0,505.0,234.0,7.0,441.0
36,06037104500,Pacoima,65956.0,611.0,3151.0,2954.0,197.0,182.0,102.0,20.0,5.0,44.0
320,06037133101,Reseda,65954.0,619.0,2091.0,633.0,1458.0,1347.0,1071.0,84.0,2.0,178.0
694,06037211121,Wilshire Center,65912.0,865.0,2431.0,1118.0,1313.0,1229.0,339.0,190.0,2.0,680.0
136,06037117102,North Hills,65833.0,816.0,2733.0,1603.0,1130.0,1078.0,559.0,80.0,5.0,413.0
249,06037125404,North Hollywood,65778.0,1507.0,3133.0,656.0,2477.0,2269.0,1512.0,474.0,7.0,250.0
450,06037183610,Highland Park,65724.0,977.0,2813.0,1860.0,953.0,876.0,554.0,37.0,22.0,247.0
895,06037234301,Leimert Park,65690.0,918.0,1918.0,228.0,1690.0,1593.0,134.0,1413.0,2.0,22.0
386,06037139401,Tarzana,65649.0,1193.0,2894.0,606.0,2288.0,2122.0,1712.0,156.0,9.0,217.0
602,06037201602,El Sereno,65625.0,796.0,2686.0,2153.0,533.0,501.0,185.0,28.0,15.0,261.0
1040,06037267600,West Los Angeles,65531.0,1281.0,2709.0,581.0,2128.0,1981.0,1244.0,56.0,3.0,656.0
533,06037191820,Melrose,65469.0,1754.0,3279.0,1281.0,1998.0,1817.0,1270.0,201.0,0.0,310.0
452,06037183701,Highland Park,65313.0,1316.0,3838.0,2687.0,1151.0,1066.0,707.0,82.0,9.0,252.0
929,06037238000,Gramercy Place,65313.0,2408.0,5969.0,1566.0,4403.0,4211.0,105.0,3972.0,18.0,43.0
526,06037191420,East Hollywood,65230.0,1151.0,2837.0,1751.0,1086.0,1008.0,552.0,85.0,9.0,340.0
839,06037226701,Central,65192.0,646.0,2969.0,2766.0,203.0,177.0,51.0,97.0,0.0,16.0
158,06037119342,Panorama City,65149.0,785.0,3076.0,2388.0,688.0,655.0,191.0,70.0,6.0,363.0
84,06037109603,Mission Hills,65060.0,1299.0,4203.0,2750.0,1453.0,1383.0,681.0,135.0,22.0,513.0
591,06037201110,El Sereno,65000.0,782.0,2332.0,1737.0,595.0,568.0,258.0,54.0,2.0,250.0
163,06037119802,Arleta,64954.0,819.0,3016.0,2239.0,777.0,744.0,312.0,29.0,3.0,395.0
603,06037201700,El Sereno,64844.0,1469.0,5055.0,3267.0,1788.0,1648.0,524.0,359.0,10.0,717.0
604,06037201700,University Hills,64844.0,1469.0,5055.0,3267.0,1788.0,1648.0,524.0,359.0,10.0,717.0
567,06037195901,Silverlake,64821.0,1115.0,2248.0,672.0,1576.0,1467.0,1023.0,61.0,6.0,358.0
53,06037106405,Sylmar,64490.0,1186.0,3968.0,3146.0,822.0,767.0,411.0,164.0,16.0,157.0
495,06037189802,Hollywood,64489.0,1192.0,2005.0,238.0,1767.0,1644.0,1397.0,121.0,0.0,113.0
127,06037115202,Northridge,64429.0,2098.0,5189.0,2121.0,3068.0,2859.0,1567.0,316.0,9.0,917.0
470,06037186403,Glassell Park,64412.0,826.0,2521.0,1669.0,852.0,805.0,324.0,35.0,6.0,429.0
1085,06037272302,Mar Vista,64408.0,1765.0,3897.0,1621.0,2276.0,2123.0,1571.0,148.0,13.0,363.0
696,06037211123,Wilshire Center,64348.0,784.0,2097.0,215.0,1882.0,1812.0,339.0,122.0,0.0,1331.0
266,06037127606,Lake Balboa,64133.0,1131.0,3253.0,1891.0,1362.0,1283.0,809.0,169.0,4.0,272.0
467,06037186301,Glassell Park,64018.0,833.0,2679.0,1782.0,897.0,830.0,449.0,57.0,4.0,303.0
400,06037141101,Sherman Oaks,63932.0,2215.0,4903.0,747.0,4156.0,3865.0,3186.0,267.0,13.0,337.0
226,06037124201,North Hollywood,63750.0,1080.0,3391.0,1829.0,1562.0,1462.0,1059.0,90.0,3.0,288.0
882,06037232300,Vermont Square,63681.0,1198.0,4376.0,3029.0,1347.0,1269.0,93.0,1076.0,0.0,63.0
447,06037183402,Eagle Rock,63618.0,1080.0,2997.0,1289.0,1708.0,1582.0,671.0,50.0,7.0,839.0
1022,06037265523,Westwood,63594.0,1509.0,1884.0,124.0,1760.0,1611.0,1219.0,24.0,2.0,344.0
234,06037124600,Sherman Oaks,63370.0,1292.0,3223.0,564.0,2659.0,2514.0,2065.0,174.0,6.0,249.0
357,06037135115,Woodland Hills,63321.0,1506.0,4698.0,523.0,4175.0,3938.0,1710.0,214.0,3.0,1958.0
356,06037135115,Canoga Park,63321.0,1506.0,4698.0,523.0,4175.0,3938.0,1710.0,214.0,3.0,1958.0
620,06037204410,Boyle Heights,63214.0,668.0,2174.0,1941.0,233.0,204.0,85.0,36.0,3.0,77.0
746,06037214505,Park La Brea,63000.0,786.0,1817.0,212.0,1605.0,1483.0,970.0,139.0,2.0,357.0
581,06037199110,Lincoln Heights,62837.0,771.0,2377.0,1892.0,485.0,448.0,208.0,33.0,25.0,174.0
665,06037208501,Historic Filipinotown,62750.0,884.0,2283.0,935.0,1348.0,1305.0,285.0,67.0,0.0,939.0
304,06037131702,Reseda,62746.0,1262.0,3602.0,1974.0,1628.0,1527.0,865.0,183.0,6.0,455.0
570,06037197200,Elysian Valley,62612.0,1166.0,3287.0,1738.0,1549.0,1463.0,317.0,10.0,9.0,1121.0
120,06037113426,Winnetka,62443.0,748.0,2479.0,1326.0,1153.0,1059.0,571.0,94.0,0.0,367.0
579,06037199002,Elysian Valley,62390.0,1017.0,2913.0,1748.0,1165.0,1109.0,308.0,100.0,7.0,685.0
580,06037199002,Lincoln Heights,62390.0,1017.0,2913.0,1748.0,1165.0,1109.0,308.0,100.0,7.0,685.0
94,06037111302,Northridge,62289.0,1853.0,4633.0,1373.0,3260.0,3071.0,1845.0,233.0,9.0,934.0
471,06037186404,Glassell Park,62264.0,771.0,2266.0,1552.0,714.0,676.0,385.0,28.0,0.0,246.0
1125,06037291110,Harbor Gateway,62222.0,1316.0,4213.0,2034.0,2179.0,2029.0,88.0,1858.0,2.0,48.0
782,06037218600,Longwood,61970.0,1134.0,2820.0,1519.0,1301.0,1185.0,325.0,670.0,6.0,152.0
132,06037115401,Northridge,61875.0,1902.0,5980.0,2980.0,3000.0,2832.0,1740.0,282.0,7.0,768.0
260,06037127400,Lake Balboa,61806.0,1925.0,5529.0,3955.0,1574.0,1446.0,901.0,235.0,10.0,259.0
261,06037127400,Van Nuys,61806.0,1925.0,5529.0,3955.0,1574.0,1446.0,901.0,235.0,10.0,259.0
1083,06037272202,Mar Vista,61786.0,1684.0,3159.0,1030.0,2129.0,1945.0,1499.0,83.0,10.0,310.0
897,06037234501,Leimert Park,61667.0,872.0,3062.0,1278.0,1784.0,1655.0,115.0,1433.0,0.0,77.0
514,06037190802,Hollywood,61612.0,1419.0,2794.0,1212.0,1582.0,1490.0,986.0,200.0,2.0,241.0
106,06037113234,Canoga Park,61580.0,1609.0,4542.0,2367.0,2175.0,2061.0,1027.0,176.0,1.0,834.0
817,06037222100,Adams-Normandie,61563.0,1205.0,3712.0,2443.0,1269.0,1157.0,187.0,712.0,3.0,221.0
704,06037211500,Hancock Park,61538.0,1742.0,4230.0,977.0,3253.0,3099.0,1585.0,143.0,5.0,1351.0
203,06037123204,North Hollywood,61471.0,1038.0,3125.0,2228.0,897.0,856.0,594.0,125.0,5.0,118.0
392,06037139506,Encino,61414.0,1510.0,2767.0,408.0,2359.0,2200.0,1835.0,124.0,1.0,212.0
201,06037123104,North Hollywood,61389.0,1612.0,4309.0,2608.0,1701.0,1604.0,1143.0,170.0,7.0,255.0
901,06037234800,Hyde Park,61278.0,1142.0,3561.0,1777.0,1784.0,1641.0,96.0,1480.0,7.0,33.0
350,06037134906,Canoga Park,61250.0,1135.0,3115.0,1653.0,1462.0,1349.0,653.0,207.0,5.0,441.0
154,06037119310,Panorama City,61250.0,1277.0,3983.0,2666.0,1317.0,1266.0,474.0,143.0,6.0,617.0
454,06037183810,Highland Park,61250.0,1436.0,4260.0,3055.0,1205.0,1104.0,805.0,78.0,6.0,194.0
1049,06037269601,Cadillac-Corning,61044.0,1053.0,3122.0,1874.0,1248.0,1126.0,572.0,404.0,1.0,132.0
612,06037203710,Boyle Heights,60978.0,818.0,3087.0,2911.0,176.0,165.0,77.0,19.0,4.0,51.0
966,06037241002,Century Palms/Cove,60962.0,954.0,3941.0,2502.0,1439.0,1358.0,45.0,1275.0,6.0,9.0
1129,06037291220,Harbor Gateway,60948.0,1108.0,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
315,06037132501,Reseda,60677.0,1209.0,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
199,06037123020,Sun Valley,60500.0,758.0,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
295,06037131023,Reseda,60481.0,815.0,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
617,06037204120,Boyle Heights,60441.0,768.0,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
560,06037195710,Historic Filipinotown,60359.0,1701.0,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
561,06037195710,Temple-Beaudry,60359.0,1701.0,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
569,06037195903,Silverlake,60313.0,861.0,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
774,06037217200,Mid-City,60250.0,1736.0,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
512,06037190702,Hollywood,60150.0,749.0,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
881,06037232200,Vermont Square,60076.0,869.0,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
348,06037134904,Winnetka,60054.0,1403.0,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
795,06037219902,Alsace,59901.0,1075.0,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
796,06037219902,Cloverdale/Cochran,59901.0,1075.0,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
29,06037104204,Pacoima,59844.0,754.0,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
28,06037104204,Lakeview Terrace,59844.0,754.0,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
1136,06037293206,Harbor Gateway,59766.0,759.0,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
623,06037204700,Boyle Heights,59735.0,1237.0,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
270,06037127804,Van Nuys,59693.0,1584.0,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
502,06037190102,Hollywood,59632.0,1465.0,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
200,06037123103,North Hollywood,59609.0,1597.0,4285.0,2396.0,1889.0,1783.0,1139.0,212.0,6.0,397.0
899,06037234600,Hyde Park,59569.0,1676.0,5106.0,1831.0,3275.0,2977.0,284.0,2532.0,11.0,81.0
615,06037203900,Boyle Heights,59479.0,705.0,2611.0,2487.0,124.0,108.0,67.0,9.0,0.0,24.0
564,06037195802,Temple-Beaudry,59464.0,1044.0,2744.0,1349.0,1395.0,1336.0,485.0,112.0,9.0,711.0
563,06037195802,Historic Filipinotown,59464.0,1044.0,2744.0,1349.0,1395.0,1336.0,485.0,112.0,9.0,711.0
33,06037104401,Pacoima,59464.0,632.0,3022.0,2872.0,150.0,140.0,83.0,19.0,3.0,13.0
627,06037204920,Boyle Heights,59345.0,667.0,2537.0,2421.0,116.0,112.0,48.0,36.0,6.0,8.0
1063,06037270300,Faircrest Heights,59327.0,1180.0,2651.0,775.0,1876.0,1730.0,727.0,683.0,4.0,290.0
788,06037219020,Jefferson Park,59327.0,1366.0,4590.0,2952.0,1638.0,1466.0,326.0,903.0,7.0,187.0
439,06037183101,Highland Park,59219.0,1173.0,3659.0,2022.0,1637.0,1507.0,1030.0,64.0,13.0,361.0
729,06037212701,Country Club Park,59196.0,793.0,2487.0,677.0,1810.0,1742.0,237.0,158.0,4.0,1333.0
1172,06037297201,San Pedro,59189.0,1465.0,3879.0,2217.0,1662.0,1524.0,956.0,288.0,9.0,217.0
600,06037201504,El Sereno,59167.0,640.0,2254.0,1817.0,437.0,411.0,137.0,27.0,6.0,233.0
779,06037218300,Cloverdale/Cochran,59149.0,2302.0,5206.0,2534.0,2672.0,2452.0,741.0,1288.0,20.0,331.0
616,06037204110,Boyle Heights,59067.0,849.0,2811.0,2677.0,134.0,120.0,61.0,11.0,4.0,26.0
1178,06037297601,San Pedro,59047.0,1271.0,2781.0,865.0,1916.0,1710.0,1136.0,351.0,12.0,158.0
7,06037102103,Sun Valley,59005.0,711.0,2107.0,419.0,1688.0,1622.0,1407.0,46.0,1.0,140.0
310,06037132101,Lake Balboa,58849.0,1647.0,4330.0,2150.0,2180.0,2027.0,1295.0,229.0,2.0,452.0
671,06037208710,Westlake,58788.0,2112.0,4147.0,1194.0,2953.0,2844.0,332.0,208.0,1.0,2287.0
540,06037192420,Melrose,58784.0,1371.0,3645.0,1454.0,2191.0,2080.0,633.0,143.0,6.0,1248.0
751,06037214903,Carthay,58750.0,1223.0,1542.0,104.0,1438.0,1349.0,1167.0,43.0,0.0,122.0
497,06037189904,Hollywood,58594.0,1503.0,2502.0,365.0,2137.0,1951.0,1582.0,130.0,1.0,205.0
175,06037120400,Panorama City,58478.0,2120.0,6614.0,3687.0,2927.0,2829.0,1167.0,176.0,6.0,1437.0
390,06037139504,Encino,58431.0,1856.0,3742.0,463.0,3279.0,3035.0,2595.0,196.0,1.0,221.0
275,06037128101,Valley Glen,58125.0,1139.0,3635.0,1616.0,2019.0,1918.0,1613.0,85.0,6.0,170.0
667,06037208610,Historic Filipinotown,58125.0,1542.0,3878.0,1691.0,2187.0,2084.0,289.0,151.0,4.0,1628.0
668,06037208610,Temple-Beaudry,58125.0,1542.0,3878.0,1691.0,2187.0,2084.0,289.0,151.0,4.0,1628.0
455,06037183820,Highland Park,58100.0,1224.0,3626.0,2903.0,723.0,690.0,410.0,54.0,9.0,203.0
133,06037115403,Northridge,58013.0,1043.0,3245.0,1799.0,1446.0,1396.0,657.0,218.0,5.0,491.0
783,06037218701,Wellington Square,58000.0,858.0,2455.0,1059.0,1396.0,1293.0,224.0,765.0,13.0,265.0
920,06037237300,Harvard Park,57974.0,1817.0,5531.0,2619.0,2912.0,2726.0,101.0,2535.0,5.0,42.0
819,06037222500,Exposition Park,57969.0,1229.0,4702.0,3303.0,1399.0,1294.0,224.0,835.0,18.0,183.0
967,06037241110,Century Palms/Cove,57766.0,802.0,3295.0,2370.0,925.0,892.0,23.0,850.0,6.0,1.0
867,06037231400,Exposition Park,57717.0,1552.0,4590.0,2995.0,1595.0,1490.0,173.0,1168.0,1.0,112.0
215,06037123601,Valley Glen,57588.0,1916.0,4985.0,1665.0,3320.0,3158.0,2717.0,175.0,13.0,220.0
96,06037111304,Granada Hills,57581.0,1258.0,3359.0,1404.0,1955.0,1801.0,805.0,199.0,5.0,764.0
109,06037113238,Canoga Park,57523.0,1409.0,5182.0,3105.0,2077.0,1899.0,784.0,361.0,12.0,693.0
184,06037121222,Sun Valley,57500.0,1190.0,5376.0,4689.0,687.0,669.0,348.0,66.0,6.0,216.0
478,06037188100,Atwater Village,57350.0,1909.0,4070.0,1980.0,2090.0,1958.0,1415.0,98.0,6.0,422.0
37,06037104610,Pacoima,57188.0,698.0,3645.0,3348.0,297.0,276.0,174.0,54.0,3.0,32.0
527,06037191500,East Hollywood,57148.0,1830.0,4980.0,2732.0,2248.0,2156.0,1007.0,135.0,4.0,975.0
606,06037203200,Boyle Heights,57031.0,1348.0,4264.0,3947.0,317.0,284.0,147.0,33.0,3.0,70.0
983,06037243002,Watts,56809.0,571.0,3527.0,3074.0,453.0,430.0,34.0,340.0,5.0,27.0
61,06037106604,Sylmar,56794.0,1225.0,5378.0,4419.0,959.0,893.0,424.0,190.0,18.0,220.0
60,06037106604,Granada Hills,56794.0,1225.0,5378.0,4419.0,959.0,893.0,424.0,190.0,18.0,220.0
1010,06037265203,Westwood,56656.0,1059.0,2228.0,145.0,2083.0,1994.0,1548.0,26.0,2.0,411.0
206,06037123301,North Hollywood,56380.0,1639.0,4424.0,1682.0,2742.0,2610.0,1348.0,335.0,3.0,893.0
323,06037134002,Winnetka,56371.0,1156.0,3483.0,1996.0,1487.0,1401.0,637.0,177.0,6.0,555.0
1149,06037294510,Wilmington,56324.0,1146.0,4057.0,3703.0,354.0,322.0,139.0,63.0,6.0,71.0
